"UUID","Database ID","Title","Alternative Title","Contributor","Date","Date Start","Date End","Language","Description","Note","Subject Topical","Subject Name","Subject Geographic","Subject Temporal","Subject Title","Resource Type","Genre","Identifier BNumber","Identifier Accession Number","Identifier Call Number","Identifier ISBN","Identifier ISSN","Identifier Interview ID","Identifier Postcard ID","Identifier LCCN","Identifier OCLC/RLIN","Physical Description Extent","Physical Description Form","Publisher","Place Of Publication","Number of Items","Digital Collections URL"
"f230a350-c603-012f-2945-58d385a7bc34",26469,"Vestiges of the natural history of creation","","Chambers, Robert, 1802-1871","1845",1845,"","English","","","Evolution","","","","","text","Books","b13777981","","PTE (Chambers, R. Vestiges of the natural history of creation. 1845)","","","","","","4527323","291 p. 18 cm.","","Wiley and Putnam","New York",1,"http://digitalcollections.nypl.org/collections/f230a350-c603-012f-2945-58d385a7bc34"
"11dee8e0-c604-012f-9053-58d385a7bc34",26546,"Songs of Jamaica.","","","1912",1912,"","","","","","","Jamaica","","","","","b11689582","","Sc Rare 821-M (McKay, C. Songs of Jamaica)","","","","","","","140 p.","","Jamaica Agency","London",1,"http://digitalcollections.nypl.org/collections/11dee8e0-c604-012f-9053-58d385a7bc34"
"2d3f5cc0-c604-012f-3d0b-58d385a7bc34",26600,"Nova iconologia di Cesare Ripa pervgino, caualier de SS Mauritio, & Lazzaro. Nella quale si descriuono diuerse imagini di virtù, vitij, affetti, passioni humane, arti, discipline, humori, elementi, corpi celesti, prouincie d'Italia, fiumi, tutte le parti del mondo, ed' altre infinite materie. . . .","Nova iconologia di Cesare Ripa pervgino, caualier de SS Mauritio, & Lazzaro. Nella quale si descriuono diuerse imagini di virtù, vitij, affetti, passioni humane, arti, discipline, humori, elementi, corpi celesti, prouincie d'Italia, fiumi, tutte le parti del mondo, ed' altre infinite materie. . . .","Ripa, Cesare, 1560-1645","1618",1618,"","Italian","","","Symbolism | Idols and images","","","","","text | still image","Books","b13995360","","MEBO (Ripa, C. Nova iconologia)","","","","","","","642 p. illus. (incl. port.) 22 cm.","Book illustrations","Per P.P. Tozzi nella stampa del Pasquati","Padova",1,"http://digitalcollections.nypl.org/collections/2d3f5cc0-c604-012f-3d0b-58d385a7bc34"
"5763e930-c604-012f-4ea0-58d385a7bc34",26675,"Fieldston, Riverdale-on-Hudson, upper New York City. [A booklet relating to the sale of real estate.]","","Delafield Estate","1912",1912,"","","","","Real property","","Bronx (New York, N.Y.) | New York (State) | New York","","","","","b13692236","","Map Div. (New York City) (Delafield Estate, Inc. Fieldston, Riverdale-on-Hudson, upper New York City)","","","","","","39210483","8 l., 1 map. illus. 8vo. Map, mounted on muslin, with sheets.","","","New York",1,"http://digitalcollections.nypl.org/collections/5763e930-c604-012f-4ea0-58d385a7bc34"
"5eee3870-c604-012f-6d92-58d385a7bc34",26696,"Simeon North, first official pistol maker of the United States: a memoir","","North, S. N. D. (Simon Newton Dexter), 1849-1924 | North, Ralph H., 1850-1935","1913",1913,"","English","","Statement of Responsibility Note: by S. N. D. North, LL.d., and Ralph H. North","Pistols","North, Simeon, 1765-1852","","","","still image | text","memoirs | biographies","b12452700","","AN (North) (North, S. N. D. Simeon North, first official pistol maker of the United States)","","","","","","1159632","xii, 207 p. illus. 25 cm.","","The Rumford Press","Concord, N. H.",1,"http://digitalcollections.nypl.org/collections/5eee3870-c604-012f-6d92-58d385a7bc34"
"6486d5a0-c604-012f-68c6-58d385a7bc34",26709,"English counties delineated: or, A topographical description of England","","Moule, Thomas, 1784-1851","1839",1839,"","","","Statement of Responsibility Note: By Thomas Moule ; illustrated by a map of London, and a complete series of county maps.","Description and travel","","Great Britain","","","cartographic","","b12554644","","CBF (Moule, T. English counties delineated)","","","","","","3298876","2 v. : maps (some fold.), plates ; 28 cm.","","G. Virtue","London",1,"http://digitalcollections.nypl.org/collections/6486d5a0-c604-012f-68c6-58d385a7bc34"
"66487870-c604-012f-85c2-58d385a7bc34",26712,"Dicks' standard plays. Jane Eyre.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"http://digitalcollections.nypl.org/collections/66487870-c604-012f-85c2-58d385a7bc34"
"765ca9c0-c604-012f-d707-58d385a7bc34",26731,"Solving the traffic problem","","Young, Hugh E., approximately 1883-1951 | Taylor, Eugene S., approximately 1888-1944","1926",1926,"","English","","General Note: Cover title.","Parking garages | Traffic engineering","","Illinois | Chicago (Ill.)","","","still image | text","Books","b14396636","","TB p.v. 1293","","","","","","","26 p. : ill., map, plans ; 26 cm.","","H.E. Young and E.S. Taylor","Chicago, Ill.",1,"http://digitalcollections.nypl.org/collections/765ca9c0-c604-012f-d707-58d385a7bc34"
"a9c98790-c604-012f-a04a-58d385a7bc34",26813,"Monument de Ninive, découvert et décrit par M.P.E. Botta; mesuré et dessiné par M.E. Flandin. Ouvrage publié par ordre du gouvernement sous les auspices de M. le ministre de l'intérieur et sous la direction d'une commission de l'Institut ...","","Botta, Paul Emile",1849,1849,1850,"","","General Note: Contents: t. 1-2. Architecture et sculpture. 1849.--t. 3-4. Inscriptions. 1849.--t. 5. Texte. 1850.","Antiquities & archaeological sites","","Assyria | Nineveh (Extinct city)","","","still image","Prints | Books","b14308483","","*OCM+++ (Botta, P. E. Monument de Ninive)","","","","","","4590697","5 v. plates (part col., part fold.) plans (part fold.) 61 cm.","Etchings","Imprimerie nationale","Paris",398,"http://digitalcollections.nypl.org/collections/a9c98790-c604-012f-a04a-58d385a7bc34"
"c907eb10-c604-012f-ff28-58d385a7bc34",26847,"Tres relaciones de antigüedades peruanas","","Jiménez de la Espada, Marcos, 1831-1898 | Santa Cruz Pachacuti Yamqui Salcamayhua, Juan de | International Congress of Americanists (3rd : 1879 : Brussels, Belgium) | Spain. Ministerio de Fomento | Santillán, Fernando de, 1???-1574‏","1879",1879,"","Spanish | Quechua","","","Indians of South America | Incas","","Peru","","","still image | text","Manuscripts","b12659145","","HHH (Tres relaciones de antigüedades Peruanas)","","","","","","1987169","xliv, 328 p. : ill, facsim. ; 23 cm.","","Impr. de M. Tello","Madrid",1,"http://digitalcollections.nypl.org/collections/c907eb10-c604-012f-ff28-58d385a7bc34"
"cc2a1390-c604-012f-c45e-58d385a7bc34",26854,"The little mischief-maker: and other stories","The little mischief-maker: and other stories","Woodworth, Francis C. (Francis Channing), 1812-1859","1852",1852,"","English","","Statement of Responsibility Note: by Uncle Frank","","","","","","still image | text","children's books","b13080555","","NAS (Woodworth, F. C. Little mischief-maker)","","","","","","8844026","174 p. : ill. (some col.) ; 15 cm.","","C. Scribner","New York",1,"http://digitalcollections.nypl.org/collections/cc2a1390-c604-012f-c45e-58d385a7bc34"
"ce8ed7d0-c604-012f-ffec-58d385a7bc34",26859,"Clippings of her newspaper column, Texas Guinan says, 1930-1931.","","","","","","","","General Note: Texas Guinan, actress, singer and night club entertainer, was born Mary Louise Cecelia Guinan in Waco, Texas some time between 1884 and 1891 and died in Canada in 1933. She performed in 1920s speakeasies and some films of theperiod and was a prominent Broadway attraction.","","","","","","","","b14035956","","*ZC-500","","","","","","","1 reel of microfilm.","","","",1,"http://digitalcollections.nypl.org/collections/ce8ed7d0-c604-012f-ffec-58d385a7bc34"
"cedbb5c0-c604-012f-aa69-58d385a7bc34",26861,"Geschichte des russischen Reiches, von Karamsin.","","Karamzin, Nikolaĭ Mikhaĭlovich, 1766-1826",1820,1820,1833,"German","","General Note: Vol. 1-10 ""nach der 2. Original-Ausgabe übersetzt""; vol. 11 ""nach der Original-Ausgabe übersetzt [und] nach des Verfassers Tode herausgegeben von Minister des Innern Bludow.""","History","","Russia","To 1533 | 1533-1613","","","Books","b12635731","","GLD (Karamzin, N. M. Geschichte des Russischen Reiches)","","","","","","1101692","11 v. port. 21 cm.","","C. J. G. Hartmann","Riga",1,"http://digitalcollections.nypl.org/collections/cedbb5c0-c604-012f-aa69-58d385a7bc34"
"df444710-c604-012f-0096-58d385a7bc34",26892,"Frankenstein, or, The modern Prometheus (1818) [title-page only]","","Shelley, Mary Wollstonecraft (1797-1851)","1818",1818,"","","","General Note: Godwin exhibition","","","","","","text","","b13399796","","*Pforz A-RU 11","","","","","","2748084","3 v. (v. 1: xxi, 181, [2] p.; v. 2: 2 p.l., 156, [8] p.; v. 3: 2 p.l., 192, [4] p.) 20 cm.","","Lackington, Hughes, Harding, Mavor, & Jones","London",1,"http://digitalcollections.nypl.org/collections/df444710-c604-012f-0096-58d385a7bc34"
"491273d0-c605-012f-4af6-58d385a7bc34",27098,"Emmet Collection of Manuscripts Etc. Relating to American History.","","Emmet, Thomas Addis, 1828-1919","","","","English","","General Note: Relief shown by hachures.","","","","","","text","Prints | Documents","","","","","","","","","","","","","",8916,"http://digitalcollections.nypl.org/collections/491273d0-c605-012f-4af6-58d385a7bc34"
"624b04e0-c605-012f-8b28-58d385a7bc34",27137,"Birth control pioneer: the biography of Margaret Sanger","","Hersey, Harold Brainerd, 1893-","1938",1938,"","English","","Ownership and Custodial History Note: 26494B.","","Sanger, Margaret, 1879-1966","","","","text","Books","b14148513","","*KF 1938 (Hersey, H. B. Birth control pioneer)","","","","","","","10 p. l., 337 f., 2 l. facsims., plates, ports. 27.5 cm.","","Sovereign House","New York",1,"http://digitalcollections.nypl.org/collections/624b04e0-c605-012f-8b28-58d385a7bc34"
"9276c2b0-c605-012f-eba9-58d385a7bc34",27211,"Le conservatoire de la danse moderne; charges parisiennes","","Sarcus, Charles Marie de, b. 1821 | Aubert & Cie.","1845",1845,"","","","Ownership and Custodial History Note: Lincoln Kirstein Collection Donor note","Dance | Caricatures and cartoons | Social dancing","","","19th century","","still image","Cartoons (Commentary)","b12158568","","*MGZFV 79-3930","","","","","","NYPY807018090-F","1 v. (12 col. plates) 35 cm.","","A. de Vresse","Paris",1,"http://digitalcollections.nypl.org/collections/9276c2b0-c605-012f-eba9-58d385a7bc34"
"933bc950-c605-012f-5105-58d385a7bc34",27213,"Plan for permanent world capitol at Flushing Meadow Park","","New York (N.Y.). Mayor's Committee on Plan and Scope","1946",1946,"","","","Statement of Responsibility Note: New York City Mayor's Committee on Plan and Scope.","Buildings","United Nations","","","","","","b12716563","","MQWO++ (New York (City). Plan scope, Mayor's Committee on. Plan for permanent world Capitol at Flushing Meadow Park)","","","","","","2537220","26 p. : ill. (some col.), maps (some col.) ; 45 cm.","","The Committee","New York",1,"http://digitalcollections.nypl.org/collections/933bc950-c605-012f-5105-58d385a7bc34"
